stratum,cell_id,task_id,task_family,model_route,protocol_arm,n_repetitions,n_action_raw,n_action_harmonized,n_pass
deepseek_extension,deepseek_extension::deepseek-v4-flash::opt-4.4.0-roadmap::single_shot_v3,opt-4.4.0-roadmap,opt,deepseek-v4-flash,single_shot_v3,8,0,0,0
deepseek_extension,deepseek_extension::deepseek-v4-flash::opt-4.4.0-roadmap::staged_v4,opt-4.4.0-roadmap,opt,deepseek-v4-flash,staged_v4,8,1,1,0
deepseek_extension,deepseek_extension::deepseek-v4-flash::opt-4.5.0-roadmap::single_shot_v3,opt-4.5.0-roadmap,opt,deepseek-v4-flash,single_shot_v3,8,1,1,0
deepseek_extension,deepseek_extension::deepseek-v4-flash::opt-4.5.0-roadmap::staged_v4,opt-4.5.0-roadmap,opt,deepseek-v4-flash,staged_v4,8,1,1,0
deepseek_extension,deepseek_extension::deepseek-v4-flash::opt-4.6.0-roadmap::single_shot_v3,opt-4.6.0-roadmap,opt,deepseek-v4-flash,single_shot_v3,8,1,1,0
deepseek_extension,deepseek_extension::deepseek-v4-flash::opt-4.6.0-roadmap::staged_v4,opt-4.6.0-roadmap,opt,deepseek-v4-flash,staged_v4,8,6,6,0
deepseek_extension,deepseek_extension::deepseek-v4-flash::plr-1.10.0-roadmap::single_shot_v3,plr-1.10.0-roadmap,plr,deepseek-v4-flash,single_shot_v3,8,7,7,0
deepseek_extension,deepseek_extension::deepseek-v4-flash::plr-1.10.0-roadmap::staged_v4,plr-1.10.0-roadmap,plr,deepseek-v4-flash,staged_v4,8,5,5,0
deepseek_extension,deepseek_extension::deepseek-v4-flash::plr-1.22.0-roadmap::single_shot_v3,plr-1.22.0-roadmap,plr,deepseek-v4-flash,single_shot_v3,8,3,3,0
deepseek_extension,deepseek_extension::deepseek-v4-flash::plr-1.22.0-roadmap::staged_v4,plr-1.22.0-roadmap,plr,deepseek-v4-flash,staged_v4,8,3,3,0
deepseek_extension,deepseek_extension::deepseek-v4-flash::prm-5.15.0-roadmap::single_shot_v3,prm-5.15.0-roadmap,prm,deepseek-v4-flash,single_shot_v3,8,8,8,7
deepseek_extension,deepseek_extension::deepseek-v4-flash::prm-5.15.0-roadmap::staged_v4,prm-5.15.0-roadmap,prm,deepseek-v4-flash,staged_v4,8,0,0,0
deepseek_extension,deepseek_extension::deepseek-v4-flash::prm-6.16.0-roadmap::single_shot_v3,prm-6.16.0-roadmap,prm,deepseek-v4-flash,single_shot_v3,8,8,8,0
deepseek_extension,deepseek_extension::deepseek-v4-flash::prm-6.16.0-roadmap::staged_v4,prm-6.16.0-roadmap,prm,deepseek-v4-flash,staged_v4,8,0,0,0
deepseek_extension,deepseek_extension::deepseek-v4-flash::pyg-2.2.0-roadmap::single_shot_v3,pyg-2.2.0-roadmap,pyg,deepseek-v4-flash,single_shot_v3,8,0,0,0
deepseek_extension,deepseek_extension::deepseek-v4-flash::pyg-2.2.0-roadmap::staged_v4,pyg-2.2.0-roadmap,pyg,deepseek-v4-flash,staged_v4,8,0,0,0
deepseek_extension,deepseek_extension::deepseek-v4-flash::pyg-2.4.0-roadmap::single_shot_v3,pyg-2.4.0-roadmap,pyg,deepseek-v4-flash,single_shot_v3,8,8,8,0
deepseek_extension,deepseek_extension::deepseek-v4-flash::pyg-2.4.0-roadmap::staged_v4,pyg-2.4.0-roadmap,pyg,deepseek-v4-flash,staged_v4,8,3,3,0
deepseek_extension,deepseek_extension::deepseek-v4-flash::pyg-2.7.0-roadmap::single_shot_v3,pyg-2.7.0-roadmap,pyg,deepseek-v4-flash,single_shot_v3,8,0,0,0
deepseek_extension,deepseek_extension::deepseek-v4-flash::pyg-2.7.0-roadmap::staged_v4,pyg-2.7.0-roadmap,pyg,deepseek-v4-flash,staged_v4,8,0,0,0
deepseek_extension,deepseek_extension::deepseek-v4-flash::rat-0.27.0-roadmap::single_shot_v3,rat-0.27.0-roadmap,rat,deepseek-v4-flash,single_shot_v3,8,1,1,0
deepseek_extension,deepseek_extension::deepseek-v4-flash::rat-0.27.0-roadmap::staged_v4,rat-0.27.0-roadmap,rat,deepseek-v4-flash,staged_v4,8,0,0,0
deepseek_extension,deepseek_extension::deepseek-v4-flash::ruf-0.2.0-roadmap::single_shot_v3,ruf-0.2.0-roadmap,ruf,deepseek-v4-flash,single_shot_v3,8,0,0,0
deepseek_extension,deepseek_extension::deepseek-v4-flash::ruf-0.2.0-roadmap::staged_v4,ruf-0.2.0-roadmap,ruf,deepseek-v4-flash,staged_v4,8,0,0,0
deepseek_extension,deepseek_extension::deepseek-v4-flash::ruf-0.3.0-roadmap::single_shot_v3,ruf-0.3.0-roadmap,ruf,deepseek-v4-flash,single_shot_v3,8,0,0,0
deepseek_extension,deepseek_extension::deepseek-v4-flash::ruf-0.3.0-roadmap::staged_v4,ruf-0.3.0-roadmap,ruf,deepseek-v4-flash,staged_v4,8,3,3,0
deepseek_extension,deepseek_extension::deepseek-v4-flash::slt-1.14.0-roadmap::single_shot_v3,slt-1.14.0-roadmap,slt,deepseek-v4-flash,single_shot_v3,8,0,0,0
deepseek_extension,deepseek_extension::deepseek-v4-flash::slt-1.14.0-roadmap::staged_v4,slt-1.14.0-roadmap,slt,deepseek-v4-flash,staged_v4,8,0,0,0
deepseek_extension,deepseek_extension::deepseek-v4-flash::spc-3.4.0-roadmap::single_shot_v3,spc-3.4.0-roadmap,spc,deepseek-v4-flash,single_shot_v3,8,0,0,0
deepseek_extension,deepseek_extension::deepseek-v4-flash::spc-3.4.0-roadmap::staged_v4,spc-3.4.0-roadmap,spc,deepseek-v4-flash,staged_v4,8,0,0,0
deepseek_extension,deepseek_extension::deepseek-v4-pro::fbr-2.27.0-roadmap::single_shot_v3,fbr-2.27.0-roadmap,fbr,deepseek-v4-pro,single_shot_v3,8,0,0,0
deepseek_extension,deepseek_extension::deepseek-v4-pro::fbr-2.27.0-roadmap::staged_v4,fbr-2.27.0-roadmap,fbr,deepseek-v4-pro,staged_v4,8,0,0,0
deepseek_extension,deepseek_extension::deepseek-v4-pro::fyn-2.5.0-roadmap::single_shot_v3,fyn-2.5.0-roadmap,fyn,deepseek-v4-pro,single_shot_v3,8,0,0,0
deepseek_extension,deepseek_extension::deepseek-v4-pro::fyn-2.5.0-roadmap::staged_v4,fyn-2.5.0-roadmap,fyn,deepseek-v4-pro,staged_v4,8,0,0,0
deepseek_extension,deepseek_extension::deepseek-v4-pro::glz-5.6.0-roadmap::single_shot_v3,glz-5.6.0-roadmap,glz,deepseek-v4-pro,single_shot_v3,8,0,0,0
deepseek_extension,deepseek_extension::deepseek-v4-pro::glz-5.6.0-roadmap::staged_v4,glz-5.6.0-roadmap,glz,deepseek-v4-pro,staged_v4,8,2,2,0
deepseek_extension,deepseek_extension::deepseek-v4-pro::glz-6.1.0-roadmap::single_shot_v3,glz-6.1.0-roadmap,glz,deepseek-v4-pro,single_shot_v3,8,0,0,0
deepseek_extension,deepseek_extension::deepseek-v4-pro::glz-6.1.0-roadmap::staged_v4,glz-6.1.0-roadmap,glz,deepseek-v4-pro,staged_v4,8,0,0,0
deepseek_extension,deepseek_extension::deepseek-v4-pro::glz-6.2.0-roadmap::single_shot_v3,glz-6.2.0-roadmap,glz,deepseek-v4-pro,single_shot_v3,8,0,0,0
deepseek_extension,deepseek_extension::deepseek-v4-pro::glz-6.2.0-roadmap::staged_v4,glz-6.2.0-roadmap,glz,deepseek-v4-pro,staged_v4,8,0,0,0
deepseek_extension,deepseek_extension::deepseek-v4-pro::glz-7.0.1-roadmap::single_shot_v3,glz-7.0.1-roadmap,glz,deepseek-v4-pro,single_shot_v3,8,4,4,0
deepseek_extension,deepseek_extension::deepseek-v4-pro::glz-7.0.1-roadmap::staged_v4,glz-7.0.1-roadmap,glz,deepseek-v4-pro,staged_v4,8,6,6,0
deepseek_extension,deepseek_extension::deepseek-v4-pro::ktx-0.12.0-roadmap::single_shot_v3,ktx-0.12.0-roadmap,ktx,deepseek-v4-pro,single_shot_v3,8,1,1,0
deepseek_extension,deepseek_extension::deepseek-v4-pro::ktx-0.12.0-roadmap::staged_v4,ktx-0.12.0-roadmap,ktx,deepseek-v4-pro,staged_v4,8,1,1,0
deepseek_extension,deepseek_extension::deepseek-v4-pro::ktx-0.13.0-roadmap::single_shot_v3,ktx-0.13.0-roadmap,ktx,deepseek-v4-pro,single_shot_v3,8,0,0,0
deepseek_extension,deepseek_extension::deepseek-v4-pro::ktx-0.13.0-roadmap::staged_v4,ktx-0.13.0-roadmap,ktx,deepseek-v4-pro,staged_v4,8,0,0,0
deepseek_extension,deepseek_extension::deepseek-v4-pro::ktx-0.15.1-roadmap::single_shot_v3,ktx-0.15.1-roadmap,ktx,deepseek-v4-pro,single_shot_v3,8,7,7,0
deepseek_extension,deepseek_extension::deepseek-v4-pro::ktx-0.15.1-roadmap::staged_v4,ktx-0.15.1-roadmap,ktx,deepseek-v4-pro,staged_v4,8,0,0,0
deepseek_extension,deepseek_extension::deepseek-v4-pro::ktx-0.6.0-roadmap::single_shot_v3,ktx-0.6.0-roadmap,ktx,deepseek-v4-pro,single_shot_v3,8,0,0,0
deepseek_extension,deepseek_extension::deepseek-v4-pro::ktx-0.6.0-roadmap::staged_v4,ktx-0.6.0-roadmap,ktx,deepseek-v4-pro,staged_v4,8,1,1,0
deepseek_extension,deepseek_extension::deepseek-v4-pro::ktx-0.9.0-roadmap::single_shot_v3,ktx-0.9.0-roadmap,ktx,deepseek-v4-pro,single_shot_v3,8,0,0,0
deepseek_extension,deepseek_extension::deepseek-v4-pro::ktx-0.9.0-roadmap::staged_v4,ktx-0.9.0-roadmap,ktx,deepseek-v4-pro,staged_v4,8,0,0,0
deepseek_extension,deepseek_extension::deepseek-v4-pro::mko-5.0.0-roadmap::single_shot_v3,mko-5.0.0-roadmap,mko,deepseek-v4-pro,single_shot_v3,8,7,7,0
deepseek_extension,deepseek_extension::deepseek-v4-pro::mko-5.0.0-roadmap::staged_v4,mko-5.0.0-roadmap,mko,deepseek-v4-pro,staged_v4,8,1,1,0
deepseek_extension,deepseek_extension::deepseek-v4-pro::mko-6.5.0-roadmap::single_shot_v3,mko-6.5.0-roadmap,mko,deepseek-v4-pro,single_shot_v3,8,0,0,0
deepseek_extension,deepseek_extension::deepseek-v4-pro::mko-6.5.0-roadmap::staged_v4,mko-6.5.0-roadmap,mko,deepseek-v4-pro,staged_v4,8,0,0,0
deepseek_extension,deepseek_extension::deepseek-v4-pro::mko-7.0.0-roadmap::single_shot_v3,mko-7.0.0-roadmap,mko,deepseek-v4-pro,single_shot_v3,8,1,1,0
deepseek_extension,deepseek_extension::deepseek-v4-pro::mko-7.0.0-roadmap::staged_v4,mko-7.0.0-roadmap,mko,deepseek-v4-pro,staged_v4,8,0,0,0
deepseek_extension,deepseek_extension::deepseek-v4-pro::opt-4.0.0-roadmap::single_shot_v3,opt-4.0.0-roadmap,opt,deepseek-v4-pro,single_shot_v3,8,0,0,0
deepseek_extension,deepseek_extension::deepseek-v4-pro::opt-4.0.0-roadmap::staged_v4,opt-4.0.0-roadmap,opt,deepseek-v4-pro,staged_v4,8,0,0,0
deepseek_extension,deepseek_extension::deepseek-v4-pro::opt-4.4.0-roadmap::single_shot_v3,opt-4.4.0-roadmap,opt,deepseek-v4-pro,single_shot_v3,8,0,0,0
deepseek_extension,deepseek_extension::deepseek-v4-pro::opt-4.4.0-roadmap::staged_v4,opt-4.4.0-roadmap,opt,deepseek-v4-pro,staged_v4,8,7,7,0
deepseek_extension,deepseek_extension::deepseek-v4-pro::opt-4.5.0-roadmap::single_shot_v3,opt-4.5.0-roadmap,opt,deepseek-v4-pro,single_shot_v3,8,0,0,0
deepseek_extension,deepseek_extension::deepseek-v4-pro::opt-4.5.0-roadmap::staged_v4,opt-4.5.0-roadmap,opt,deepseek-v4-pro,staged_v4,8,4,4,0
deepseek_extension,deepseek_extension::deepseek-v4-pro::opt-4.6.0-roadmap::single_shot_v3,opt-4.6.0-roadmap,opt,deepseek-v4-pro,single_shot_v3,8,1,1,0
deepseek_extension,deepseek_extension::deepseek-v4-pro::opt-4.6.0-roadmap::staged_v4,opt-4.6.0-roadmap,opt,deepseek-v4-pro,staged_v4,8,8,8,0
deepseek_extension,deepseek_extension::deepseek-v4-pro::plr-1.10.0-roadmap::single_shot_v3,plr-1.10.0-roadmap,plr,deepseek-v4-pro,single_shot_v3,8,0,0,0
deepseek_extension,deepseek_extension::deepseek-v4-pro::plr-1.10.0-roadmap::staged_v4,plr-1.10.0-roadmap,plr,deepseek-v4-pro,staged_v4,8,3,3,0
deepseek_extension,deepseek_extension::deepseek-v4-pro::plr-1.22.0-roadmap::single_shot_v3,plr-1.22.0-roadmap,plr,deepseek-v4-pro,single_shot_v3,8,4,4,0
deepseek_extension,deepseek_extension::deepseek-v4-pro::plr-1.22.0-roadmap::staged_v4,plr-1.22.0-roadmap,plr,deepseek-v4-pro,staged_v4,8,1,1,0
deepseek_extension,deepseek_extension::deepseek-v4-pro::prm-5.15.0-roadmap::single_shot_v3,prm-5.15.0-roadmap,prm,deepseek-v4-pro,single_shot_v3,8,8,8,7
deepseek_extension,deepseek_extension::deepseek-v4-pro::prm-5.15.0-roadmap::staged_v4,prm-5.15.0-roadmap,prm,deepseek-v4-pro,staged_v4,8,0,0,0
deepseek_extension,deepseek_extension::deepseek-v4-pro::prm-6.16.0-roadmap::single_shot_v3,prm-6.16.0-roadmap,prm,deepseek-v4-pro,single_shot_v3,8,8,8,0
deepseek_extension,deepseek_extension::deepseek-v4-pro::prm-6.16.0-roadmap::staged_v4,prm-6.16.0-roadmap,prm,deepseek-v4-pro,staged_v4,8,0,0,0
deepseek_extension,deepseek_extension::deepseek-v4-pro::pyg-2.2.0-roadmap::single_shot_v3,pyg-2.2.0-roadmap,pyg,deepseek-v4-pro,single_shot_v3,8,0,0,0
deepseek_extension,deepseek_extension::deepseek-v4-pro::pyg-2.2.0-roadmap::staged_v4,pyg-2.2.0-roadmap,pyg,deepseek-v4-pro,staged_v4,8,2,2,0
deepseek_extension,deepseek_extension::deepseek-v4-pro::pyg-2.4.0-roadmap::single_shot_v3,pyg-2.4.0-roadmap,pyg,deepseek-v4-pro,single_shot_v3,8,7,7,0
deepseek_extension,deepseek_extension::deepseek-v4-pro::pyg-2.4.0-roadmap::staged_v4,pyg-2.4.0-roadmap,pyg,deepseek-v4-pro,staged_v4,8,0,0,0
deepseek_extension,deepseek_extension::deepseek-v4-pro::pyg-2.7.0-roadmap::single_shot_v3,pyg-2.7.0-roadmap,pyg,deepseek-v4-pro,single_shot_v3,8,0,0,0
deepseek_extension,deepseek_extension::deepseek-v4-pro::pyg-2.7.0-roadmap::staged_v4,pyg-2.7.0-roadmap,pyg,deepseek-v4-pro,staged_v4,8,3,3,0
deepseek_extension,deepseek_extension::deepseek-v4-pro::rat-0.27.0-roadmap::single_shot_v3,rat-0.27.0-roadmap,rat,deepseek-v4-pro,single_shot_v3,8,7,7,0
deepseek_extension,deepseek_extension::deepseek-v4-pro::rat-0.27.0-roadmap::staged_v4,rat-0.27.0-roadmap,rat,deepseek-v4-pro,staged_v4,8,0,0,0
deepseek_extension,deepseek_extension::deepseek-v4-pro::ruf-0.2.0-roadmap::single_shot_v3,ruf-0.2.0-roadmap,ruf,deepseek-v4-pro,single_shot_v3,8,0,0,0
deepseek_extension,deepseek_extension::deepseek-v4-pro::ruf-0.2.0-roadmap::staged_v4,ruf-0.2.0-roadmap,ruf,deepseek-v4-pro,staged_v4,8,0,0,0
deepseek_extension,deepseek_extension::deepseek-v4-pro::ruf-0.3.0-roadmap::single_shot_v3,ruf-0.3.0-roadmap,ruf,deepseek-v4-pro,single_shot_v3,8,0,0,0
deepseek_extension,deepseek_extension::deepseek-v4-pro::ruf-0.3.0-roadmap::staged_v4,ruf-0.3.0-roadmap,ruf,deepseek-v4-pro,staged_v4,8,2,2,0
deepseek_extension,deepseek_extension::deepseek-v4-pro::slt-1.14.0-roadmap::single_shot_v3,slt-1.14.0-roadmap,slt,deepseek-v4-pro,single_shot_v3,8,0,0,0
deepseek_extension,deepseek_extension::deepseek-v4-pro::slt-1.14.0-roadmap::staged_v4,slt-1.14.0-roadmap,slt,deepseek-v4-pro,staged_v4,8,1,1,0
deepseek_extension,deepseek_extension::deepseek-v4-pro::spc-3.4.0-roadmap::single_shot_v3,spc-3.4.0-roadmap,spc,deepseek-v4-pro,single_shot_v3,8,6,6,0
deepseek_extension,deepseek_extension::deepseek-v4-pro::spc-3.4.0-roadmap::staged_v4,spc-3.4.0-roadmap,spc,deepseek-v4-pro,staged_v4,8,0,0,0
glm_supplementary,glm_supplementary::glm-5.2::dsl-2.1.0-roadmap::single_shot_v3,dsl-2.1.0-roadmap,dsl,glm-5.2,single_shot_v3,8,6,6,0
glm_supplementary,glm_supplementary::glm-5.2::dsl-2.1.0-roadmap::staged_v4,dsl-2.1.0-roadmap,dsl,glm-5.2,staged_v4,8,5,5,0
glm_supplementary,glm_supplementary::glm-5.2::dsl-2.2.0-roadmap::single_shot_v3,dsl-2.2.0-roadmap,dsl,glm-5.2,single_shot_v3,8,0,0,0
glm_supplementary,glm_supplementary::glm-5.2::dsl-2.2.0-roadmap::staged_v4,dsl-2.2.0-roadmap,dsl,glm-5.2,staged_v4,8,2,2,0
glm_supplementary,glm_supplementary::glm-5.2::dsl-2.3.0-roadmap::single_shot_v3,dsl-2.3.0-roadmap,dsl,glm-5.2,single_shot_v3,8,2,2,0
glm_supplementary,glm_supplementary::glm-5.2::dsl-2.3.0-roadmap::staged_v4,dsl-2.3.0-roadmap,dsl,glm-5.2,staged_v4,8,5,5,0
glm_supplementary,glm_supplementary::glm-5.2::fal-1.3.0-roadmap::single_shot_v3,fal-1.3.0-roadmap,fal,glm-5.2,single_shot_v3,8,5,0,0
glm_supplementary,glm_supplementary::glm-5.2::fal-1.3.0-roadmap::staged_v4,fal-1.3.0-roadmap,fal,glm-5.2,staged_v4,8,7,0,0
glm_supplementary,glm_supplementary::glm-5.2::fal-2.0.0-roadmap::single_shot_v3,fal-2.0.0-roadmap,fal,glm-5.2,single_shot_v3,8,0,0,0
glm_supplementary,glm_supplementary::glm-5.2::fal-2.0.0-roadmap::staged_v4,fal-2.0.0-roadmap,fal,glm-5.2,staged_v4,8,0,0,0
glm_supplementary,glm_supplementary::glm-5.2::fal-4.1.0-roadmap::single_shot_v3,fal-4.1.0-roadmap,fal,glm-5.2,single_shot_v3,8,2,2,0
glm_supplementary,glm_supplementary::glm-5.2::fal-4.1.0-roadmap::staged_v4,fal-4.1.0-roadmap,fal,glm-5.2,staged_v4,8,6,6,0
glm_supplementary,glm_supplementary::glm-5.2::fbr-2.42.0-roadmap::single_shot_v3,fbr-2.42.0-roadmap,fbr,glm-5.2,single_shot_v3,8,0,0,0
glm_supplementary,glm_supplementary::glm-5.2::fbr-2.42.0-roadmap::staged_v4,fbr-2.42.0-roadmap,fbr,glm-5.2,staged_v4,8,3,3,0
glm_supplementary,glm_supplementary::glm-5.2::fbr-2.43.0-roadmap::single_shot_v3,fbr-2.43.0-roadmap,fbr,glm-5.2,single_shot_v3,8,0,0,0
glm_supplementary,glm_supplementary::glm-5.2::fbr-2.43.0-roadmap::staged_v4,fbr-2.43.0-roadmap,fbr,glm-5.2,staged_v4,8,0,0,0
glm_supplementary,glm_supplementary::glm-5.2::fbr-3.0.0-roadmap::single_shot_v3,fbr-3.0.0-roadmap,fbr,glm-5.2,single_shot_v3,8,0,0,0
glm_supplementary,glm_supplementary::glm-5.2::fbr-3.0.0-roadmap::staged_v4,fbr-3.0.0-roadmap,fbr,glm-5.2,staged_v4,8,0,0,0
glm_supplementary,glm_supplementary::glm-5.2::fyn-2.1.0-roadmap::single_shot_v3,fyn-2.1.0-roadmap,fyn,glm-5.2,single_shot_v3,8,1,1,0
glm_supplementary,glm_supplementary::glm-5.2::fyn-2.1.0-roadmap::staged_v4,fyn-2.1.0-roadmap,fyn,glm-5.2,staged_v4,8,1,1,0
glm_supplementary,glm_supplementary::glm-5.2::fyn-2.7.0-roadmap::single_shot_v3,fyn-2.7.0-roadmap,fyn,glm-5.2,single_shot_v3,8,5,5,0
glm_supplementary,glm_supplementary::glm-5.2::fyn-2.7.0-roadmap::staged_v4,fyn-2.7.0-roadmap,fyn,glm-5.2,staged_v4,8,5,5,0
glm_supplementary,glm_supplementary::glm-5.2::glz-3.0.0-roadmap::single_shot_v3,glz-3.0.0-roadmap,glz,glm-5.2,single_shot_v3,8,0,0,0
glm_supplementary,glm_supplementary::glm-5.2::glz-3.0.0-roadmap::staged_v4,glz-3.0.0-roadmap,glz,glm-5.2,staged_v4,8,0,0,0
glm_supplementary,glm_supplementary::glm-5.2::glz-4.0.0-roadmap::single_shot_v3,glz-4.0.0-roadmap,glz,glm-5.2,single_shot_v3,8,5,5,0
glm_supplementary,glm_supplementary::glm-5.2::glz-4.0.0-roadmap::staged_v4,glz-4.0.0-roadmap,glz,glm-5.2,staged_v4,8,0,0,0
glm_supplementary,glm_supplementary::glm-5.2::ktx-0.10.0-roadmap::single_shot_v3,ktx-0.10.0-roadmap,ktx,glm-5.2,single_shot_v3,8,1,1,0
glm_supplementary,glm_supplementary::glm-5.2::ktx-0.10.0-roadmap::staged_v4,ktx-0.10.0-roadmap,ktx,glm-5.2,staged_v4,8,1,1,0
glm_supplementary,glm_supplementary::glm-5.2::mko-3.0.0-roadmap::single_shot_v3,mko-3.0.0-roadmap,mko,glm-5.2,single_shot_v3,8,0,0,0
glm_supplementary,glm_supplementary::glm-5.2::mko-3.0.0-roadmap::staged_v4,mko-3.0.0-roadmap,mko,glm-5.2,staged_v4,8,0,0,0
glm_supplementary,glm_supplementary::glm-5.2::mko-4.0.0-roadmap::single_shot_v3,mko-4.0.0-roadmap,mko,glm-5.2,single_shot_v3,8,2,2,0
glm_supplementary,glm_supplementary::glm-5.2::mko-4.0.0-roadmap::staged_v4,mko-4.0.0-roadmap,mko,glm-5.2,staged_v4,8,0,0,0
glm_supplementary,glm_supplementary::glm-5.2::mko-4.1.0-roadmap::single_shot_v3,mko-4.1.0-roadmap,mko,glm-5.2,single_shot_v3,8,4,4,0
glm_supplementary,glm_supplementary::glm-5.2::mko-4.1.0-roadmap::staged_v4,mko-4.1.0-roadmap,mko,glm-5.2,staged_v4,8,8,8,0
glm_supplementary,glm_supplementary::glm-5.2::opt-2.0.0-roadmap::single_shot_v3,opt-2.0.0-roadmap,opt,glm-5.2,single_shot_v3,8,0,0,0
glm_supplementary,glm_supplementary::glm-5.2::opt-2.0.0-roadmap::staged_v4,opt-2.0.0-roadmap,opt,glm-5.2,staged_v4,8,0,0,0
glm_supplementary,glm_supplementary::glm-5.2::opt-3.0.0-roadmap::single_shot_v3,opt-3.0.0-roadmap,opt,glm-5.2,single_shot_v3,8,4,4,0
glm_supplementary,glm_supplementary::glm-5.2::opt-3.0.0-roadmap::staged_v4,opt-3.0.0-roadmap,opt,glm-5.2,staged_v4,8,2,2,0
glm_supplementary,glm_supplementary::glm-5.2::plr-1.0.0-roadmap::single_shot_v3,plr-1.0.0-roadmap,plr,glm-5.2,single_shot_v3,8,0,0,0
glm_supplementary,glm_supplementary::glm-5.2::plr-1.0.0-roadmap::staged_v4,plr-1.0.0-roadmap,plr,glm-5.2,staged_v4,8,1,1,0
glm_supplementary,glm_supplementary::glm-5.2::prm-5.0.0-roadmap::single_shot_v3,prm-5.0.0-roadmap,prm,glm-5.2,single_shot_v3,8,6,6,0
glm_supplementary,glm_supplementary::glm-5.2::prm-5.0.0-roadmap::staged_v4,prm-5.0.0-roadmap,prm,glm-5.2,staged_v4,8,0,0,0
glm_supplementary,glm_supplementary::glm-5.2::pyg-1.6.3-roadmap::single_shot_v3,pyg-1.6.3-roadmap,pyg,glm-5.2,single_shot_v3,8,0,0,0
glm_supplementary,glm_supplementary::glm-5.2::pyg-1.6.3-roadmap::staged_v4,pyg-1.6.3-roadmap,pyg,glm-5.2,staged_v4,8,2,2,0
glm_supplementary,glm_supplementary::glm-5.2::rat-0.24.0-roadmap::single_shot_v3,rat-0.24.0-roadmap,rat,glm-5.2,single_shot_v3,8,0,0,0
glm_supplementary,glm_supplementary::glm-5.2::rat-0.24.0-roadmap::staged_v4,rat-0.24.0-roadmap,rat,glm-5.2,staged_v4,8,1,1,0
glm_supplementary,glm_supplementary::glm-5.2::spc-3.5.0-roadmap::single_shot_v3,spc-3.5.0-roadmap,spc,glm-5.2,single_shot_v3,8,1,1,0
glm_supplementary,glm_supplementary::glm-5.2::spc-3.5.0-roadmap::staged_v4,spc-3.5.0-roadmap,spc,glm-5.2,staged_v4,8,0,0,0
glm_supplementary,glm_supplementary::glm-5.2::tpl-3.0.0-roadmap::single_shot_v3,tpl-3.0.0-roadmap,tpl,glm-5.2,single_shot_v3,8,0,0,0
glm_supplementary,glm_supplementary::glm-5.2::tpl-3.0.0-roadmap::staged_v4,tpl-3.0.0-roadmap,tpl,glm-5.2,staged_v4,8,0,0,0
glm_supplementary,glm_supplementary::glm-5.2::tpl-3.2.0-roadmap::single_shot_v3,tpl-3.2.0-roadmap,tpl,glm-5.2,single_shot_v3,8,0,0,0
glm_supplementary,glm_supplementary::glm-5.2::tpl-3.2.0-roadmap::staged_v4,tpl-3.2.0-roadmap,tpl,glm-5.2,staged_v4,8,0,0,0
glm_supplementary,glm_supplementary::glm-5.2::tpl-3.3.0-roadmap::single_shot_v3,tpl-3.3.0-roadmap,tpl,glm-5.2,single_shot_v3,8,0,0,0
glm_supplementary,glm_supplementary::glm-5.2::tpl-3.3.0-roadmap::staged_v4,tpl-3.3.0-roadmap,tpl,glm-5.2,staged_v4,8,4,4,0
glm_supplementary,glm_supplementary::glm-5.2::tpl-4.0.0-roadmap::single_shot_v3,tpl-4.0.0-roadmap,tpl,glm-5.2,single_shot_v3,8,1,1,0
glm_supplementary,glm_supplementary::glm-5.2::tpl-4.0.0-roadmap::staged_v4,tpl-4.0.0-roadmap,tpl,glm-5.2,staged_v4,8,0,0,0
glm_supplementary,glm_supplementary::glm-5.2::tpl-5.0.0-roadmap::single_shot_v3,tpl-5.0.0-roadmap,tpl,glm-5.2,single_shot_v3,8,0,0,0
glm_supplementary,glm_supplementary::glm-5.2::tpl-5.0.0-roadmap::staged_v4,tpl-5.0.0-roadmap,tpl,glm-5.2,staged_v4,8,0,0,0
glm_supplementary,glm_supplementary::glm-5.2::tpl-5.1.0-roadmap::single_shot_v3,tpl-5.1.0-roadmap,tpl,glm-5.2,single_shot_v3,8,0,0,0
glm_supplementary,glm_supplementary::glm-5.2::tpl-5.1.0-roadmap::staged_v4,tpl-5.1.0-roadmap,tpl,glm-5.2,staged_v4,8,0,0,0
