run_id,stratum,task_id,task_family,language,model_route,protocol_arm,cell_id,repetition_index,action_raw,deterministic_edit_apply_success,patch_apply_check_ok,action_harmonized,verifier_pass,failure_step,failure_reason,failure_class,timestamp_utc,canonical_row_id
deepseek_clean::deepseek-v4-flash::opt-3.0.0-roadmap::staged_v4::rep5,deepseek_clean,opt-3.0.0-roadmap,opt,Python,deepseek-v4-flash,staged_v4,deepseek_clean::deepseek-v4-flash::opt-3.0.0-roadmap::staged_v4,5,0,0,0,0,0,edit_apply_failed,edit_apply_failed,edit_apply_failed,2026-07-07T12:12:39.215455Z,2996f99562df957f7a2d0537
deepseek_clean::deepseek-v4-flash::opt-3.0.0-roadmap::staged_v4::rep6,deepseek_clean,opt-3.0.0-roadmap,opt,Python,deepseek-v4-flash,staged_v4,deepseek_clean::deepseek-v4-flash::opt-3.0.0-roadmap::staged_v4,6,0,0,0,0,0,stage1_plan_failed,stage_state_existing_files_invalid,stage1_plan_failed,2026-07-07T12:09:12.363331Z,31f18590a49f690febe6b992
deepseek_clean::deepseek-v4-flash::opt-3.0.0-roadmap::staged_v4::rep7,deepseek_clean,opt-3.0.0-roadmap,opt,Python,deepseek-v4-flash,staged_v4,deepseek_clean::deepseek-v4-flash::opt-3.0.0-roadmap::staged_v4,7,0,0,0,0,0,stage2_contract_failed,candidate_edit_ops_invalid,stage2_contract_failed,2026-07-07T12:14:21.124859Z,ff1f5a99945fc407b142a738
deepseek_clean::deepseek-v4-flash::plr-1.0.0-roadmap::single_shot_v3::rep0,deepseek_clean,plr-1.0.0-roadmap,plr,Python,deepseek-v4-flash,single_shot_v3,deepseek_clean::deepseek-v4-flash::plr-1.0.0-roadmap::single_shot_v3,0,0,0,0,0,0,edit_apply_failed,edit_apply_failed,edit_apply_failed,2026-07-07T12:09:47.339676Z,c2c72229c59ef6a03879b8cf
deepseek_clean::deepseek-v4-flash::plr-1.0.0-roadmap::single_shot_v3::rep1,deepseek_clean,plr-1.0.0-roadmap,plr,Python,deepseek-v4-flash,single_shot_v3,deepseek_clean::deepseek-v4-flash::plr-1.0.0-roadmap::single_shot_v3,1,0,0,0,0,0,edit_apply_failed,edit_apply_failed,edit_apply_failed,2026-07-07T12:10:27.410374Z,b319235a5cffb70d10347da7
deepseek_clean::deepseek-v4-flash::plr-1.0.0-roadmap::single_shot_v3::rep2,deepseek_clean,plr-1.0.0-roadmap,plr,Python,deepseek-v4-flash,single_shot_v3,deepseek_clean::deepseek-v4-flash::plr-1.0.0-roadmap::single_shot_v3,2,0,0,0,0,0,edit_apply_failed,edit_apply_failed,edit_apply_failed,2026-07-07T12:10:44.881270Z,738da9aaba49f983e857ee82
deepseek_clean::deepseek-v4-flash::plr-1.0.0-roadmap::single_shot_v3::rep3,deepseek_clean,plr-1.0.0-roadmap,plr,Python,deepseek-v4-flash,single_shot_v3,deepseek_clean::deepseek-v4-flash::plr-1.0.0-roadmap::single_shot_v3,3,0,0,0,0,0,edit_apply_failed,edit_apply_failed,edit_apply_failed,2026-07-07T12:11:14.405242Z,2ab3a8f33962247b015a8209
deepseek_clean::deepseek-v4-flash::plr-1.0.0-roadmap::single_shot_v3::rep4,deepseek_clean,plr-1.0.0-roadmap,plr,Python,deepseek-v4-flash,single_shot_v3,deepseek_clean::deepseek-v4-flash::plr-1.0.0-roadmap::single_shot_v3,4,0,0,0,0,0,edit_apply_failed,edit_apply_failed,edit_apply_failed,2026-07-07T12:11:43.843510Z,9ba63bc4d052a1bfb5063058
deepseek_clean::deepseek-v4-flash::plr-1.0.0-roadmap::single_shot_v3::rep5,deepseek_clean,plr-1.0.0-roadmap,plr,Python,deepseek-v4-flash,single_shot_v3,deepseek_clean::deepseek-v4-flash::plr-1.0.0-roadmap::single_shot_v3,5,0,0,0,0,0,edit_apply_failed,edit_apply_failed,edit_apply_failed,2026-07-07T12:12:05.599147Z,7080f50e8f4b5635d858fb7c
deepseek_clean::deepseek-v4-flash::plr-1.0.0-roadmap::single_shot_v3::rep6,deepseek_clean,plr-1.0.0-roadmap,plr,Python,deepseek-v4-flash,single_shot_v3,deepseek_clean::deepseek-v4-flash::plr-1.0.0-roadmap::single_shot_v3,6,0,0,0,0,0,edit_apply_failed,edit_apply_failed,edit_apply_failed,2026-07-07T12:12:31.032490Z,64277e73b7013b19fb3dc125
deepseek_clean::deepseek-v4-flash::plr-1.0.0-roadmap::single_shot_v3::rep7,deepseek_clean,plr-1.0.0-roadmap,plr,Python,deepseek-v4-flash,single_shot_v3,deepseek_clean::deepseek-v4-flash::plr-1.0.0-roadmap::single_shot_v3,7,0,0,0,0,0,edit_apply_failed,edit_apply_failed,edit_apply_failed,2026-07-07T12:13:05.045124Z,0e2a0d5256b671c3900f6f21
deepseek_clean::deepseek-v4-flash::plr-1.0.0-roadmap::staged_v4::rep0,deepseek_clean,plr-1.0.0-roadmap,plr,Python,deepseek-v4-flash,staged_v4,deepseek_clean::deepseek-v4-flash::plr-1.0.0-roadmap::staged_v4,0,0,0,0,0,0,edit_apply_failed,edit_apply_failed,edit_apply_failed,2026-07-07T12:15:30.852606Z,6ac3eb0b9c212166eb192a5f
deepseek_clean::deepseek-v4-flash::plr-1.0.0-roadmap::staged_v4::rep1,deepseek_clean,plr-1.0.0-roadmap,plr,Python,deepseek-v4-flash,staged_v4,deepseek_clean::deepseek-v4-flash::plr-1.0.0-roadmap::staged_v4,1,0,0,0,0,0,edit_apply_failed,edit_apply_failed,edit_apply_failed,2026-07-07T12:15:08.408323Z,1e2746ca73d958296532788a
deepseek_clean::deepseek-v4-flash::plr-1.0.0-roadmap::staged_v4::rep2,deepseek_clean,plr-1.0.0-roadmap,plr,Python,deepseek-v4-flash,staged_v4,deepseek_clean::deepseek-v4-flash::plr-1.0.0-roadmap::staged_v4,2,0,0,0,0,0,stage2_contract_failed,candidate_edit_ops_invalid,stage2_contract_failed,2026-07-07T12:16:21.624346Z,7b7e270b8a0d46645ffe225b
deepseek_clean::deepseek-v4-flash::plr-1.0.0-roadmap::staged_v4::rep3,deepseek_clean,plr-1.0.0-roadmap,plr,Python,deepseek-v4-flash,staged_v4,deepseek_clean::deepseek-v4-flash::plr-1.0.0-roadmap::staged_v4,3,0,0,0,0,0,edit_apply_failed,edit_apply_failed,edit_apply_failed,2026-07-07T12:16:47.849879Z,648e10eb1840c27633711e33
deepseek_clean::deepseek-v4-flash::plr-1.0.0-roadmap::staged_v4::rep4,deepseek_clean,plr-1.0.0-roadmap,plr,Python,deepseek-v4-flash,staged_v4,deepseek_clean::deepseek-v4-flash::plr-1.0.0-roadmap::staged_v4,4,0,0,0,0,0,edit_apply_failed,edit_apply_failed,edit_apply_failed,2026-07-07T12:17:25.998544Z,9968f29499dfc3755cfc6c18
deepseek_clean::deepseek-v4-flash::plr-1.0.0-roadmap::staged_v4::rep5,deepseek_clean,plr-1.0.0-roadmap,plr,Python,deepseek-v4-flash,staged_v4,deepseek_clean::deepseek-v4-flash::plr-1.0.0-roadmap::staged_v4,5,0,0,0,0,0,stage2_contract_failed,candidate_edit_ops_invalid,stage2_contract_failed,2026-07-07T12:19:00.333749Z,26fa5f3e4f533ac74c97b26c
deepseek_clean::deepseek-v4-flash::plr-1.0.0-roadmap::staged_v4::rep6,deepseek_clean,plr-1.0.0-roadmap,plr,Python,deepseek-v4-flash,staged_v4,deepseek_clean::deepseek-v4-flash::plr-1.0.0-roadmap::staged_v4,6,0,0,0,0,0,edit_apply_failed,edit_apply_failed,edit_apply_failed,2026-07-07T12:18:18.645358Z,825192e0376e5de3827a08bd
deepseek_clean::deepseek-v4-flash::plr-1.0.0-roadmap::staged_v4::rep7,deepseek_clean,plr-1.0.0-roadmap,plr,Python,deepseek-v4-flash,staged_v4,deepseek_clean::deepseek-v4-flash::plr-1.0.0-roadmap::staged_v4,7,0,0,0,0,0,edit_apply_failed,edit_apply_failed,edit_apply_failed,2026-07-07T12:19:07.226619Z,3f671c6b504b8f1b7a5325c8
deepseek_clean::deepseek-v4-flash::prm-5.0.0-roadmap::single_shot_v3::rep0,deepseek_clean,prm-5.0.0-roadmap,prm,TypeScript,deepseek-v4-flash,single_shot_v3,deepseek_clean::deepseek-v4-flash::prm-5.0.0-roadmap::single_shot_v3,0,1,1,1,1,0,test_failed,,,2026-07-07T13:38:02.375224Z,a84cfd43a177251211e7992a
deepseek_clean::deepseek-v4-flash::prm-5.0.0-roadmap::single_shot_v3::rep1,deepseek_clean,prm-5.0.0-roadmap,prm,TypeScript,deepseek-v4-flash,single_shot_v3,deepseek_clean::deepseek-v4-flash::prm-5.0.0-roadmap::single_shot_v3,1,0,1,1,0,0,test_failed,,,2026-07-07T13:38:18.960101Z,efc0b6da2b2d3feed58a1b2d
deepseek_clean::deepseek-v4-flash::prm-5.0.0-roadmap::single_shot_v3::rep2,deepseek_clean,prm-5.0.0-roadmap,prm,TypeScript,deepseek-v4-flash,single_shot_v3,deepseek_clean::deepseek-v4-flash::prm-5.0.0-roadmap::single_shot_v3,2,0,1,1,0,0,test_failed,,,2026-07-07T13:38:35.453750Z,fe23a72b021326d1f699cac8
deepseek_clean::deepseek-v4-flash::prm-5.0.0-roadmap::single_shot_v3::rep3,deepseek_clean,prm-5.0.0-roadmap,prm,TypeScript,deepseek-v4-flash,single_shot_v3,deepseek_clean::deepseek-v4-flash::prm-5.0.0-roadmap::single_shot_v3,3,1,1,1,1,0,test_failed,,,2026-07-07T13:39:22.926308Z,26d17f7d9b515c5249d55aff
deepseek_clean::deepseek-v4-flash::prm-5.0.0-roadmap::single_shot_v3::rep4,deepseek_clean,prm-5.0.0-roadmap,prm,TypeScript,deepseek-v4-flash,single_shot_v3,deepseek_clean::deepseek-v4-flash::prm-5.0.0-roadmap::single_shot_v3,4,0,0,0,0,0,edit_apply_failed,edit_apply_failed,edit_apply_failed,2026-07-07T12:19:38.251402Z,85c9719b99aee31af5b5f3b7
deepseek_clean::deepseek-v4-flash::prm-5.0.0-roadmap::single_shot_v3::rep5,deepseek_clean,prm-5.0.0-roadmap,prm,TypeScript,deepseek-v4-flash,single_shot_v3,deepseek_clean::deepseek-v4-flash::prm-5.0.0-roadmap::single_shot_v3,5,0,0,0,0,0,edit_apply_failed,edit_apply_failed,edit_apply_failed,2026-07-07T12:19:41.587813Z,7a047e7f75044920d2a5fadb
deepseek_clean::deepseek-v4-flash::prm-5.0.0-roadmap::single_shot_v3::rep6,deepseek_clean,prm-5.0.0-roadmap,prm,TypeScript,deepseek-v4-flash,single_shot_v3,deepseek_clean::deepseek-v4-flash::prm-5.0.0-roadmap::single_shot_v3,6,0,0,0,0,0,edit_apply_failed,edit_apply_failed,edit_apply_failed,2026-07-07T12:19:45.417843Z,0944bc5c2914a3986731daf1
deepseek_clean::deepseek-v4-flash::prm-5.0.0-roadmap::single_shot_v3::rep7,deepseek_clean,prm-5.0.0-roadmap,prm,TypeScript,deepseek-v4-flash,single_shot_v3,deepseek_clean::deepseek-v4-flash::prm-5.0.0-roadmap::single_shot_v3,7,1,1,1,1,0,test_failed,,,2026-07-07T13:40:09.954776Z,2634f7230672b0e9e13667d2
deepseek_clean::deepseek-v4-flash::prm-5.0.0-roadmap::staged_v4::rep0,deepseek_clean,prm-5.0.0-roadmap,prm,TypeScript,deepseek-v4-flash,staged_v4,deepseek_clean::deepseek-v4-flash::prm-5.0.0-roadmap::staged_v4,0,0,0,0,0,0,stage2_contract_failed,stage2_edit_outside_stage_state,stage2_contract_failed,2026-07-07T12:20:45.439066Z,a219624e95aaabcf4dc555cd
deepseek_clean::deepseek-v4-flash::prm-5.0.0-roadmap::staged_v4::rep1,deepseek_clean,prm-5.0.0-roadmap,prm,TypeScript,deepseek-v4-flash,staged_v4,deepseek_clean::deepseek-v4-flash::prm-5.0.0-roadmap::staged_v4,1,0,0,0,0,0,stage2_contract_failed,stage2_edit_outside_stage_state,stage2_contract_failed,2026-07-07T12:20:48.459156Z,d848d7ba6564b60b187a7696
deepseek_clean::deepseek-v4-flash::prm-5.0.0-roadmap::staged_v4::rep2,deepseek_clean,prm-5.0.0-roadmap,prm,TypeScript,deepseek-v4-flash,staged_v4,deepseek_clean::deepseek-v4-flash::prm-5.0.0-roadmap::staged_v4,2,1,1,1,1,0,test_failed,,,2026-07-07T13:41:07.629551Z,b084b7e2e6db851835cbb3ed
deepseek_clean::deepseek-v4-flash::prm-5.0.0-roadmap::staged_v4::rep3,deepseek_clean,prm-5.0.0-roadmap,prm,TypeScript,deepseek-v4-flash,staged_v4,deepseek_clean::deepseek-v4-flash::prm-5.0.0-roadmap::staged_v4,3,0,0,0,0,0,stage2_contract_failed,stage2_edit_outside_stage_state,stage2_contract_failed,2026-07-07T12:23:54.846256Z,14799dbcec7bd117314ba3cd
deepseek_clean::deepseek-v4-flash::prm-5.0.0-roadmap::staged_v4::rep4,deepseek_clean,prm-5.0.0-roadmap,prm,TypeScript,deepseek-v4-flash,staged_v4,deepseek_clean::deepseek-v4-flash::prm-5.0.0-roadmap::staged_v4,4,0,0,0,0,0,stage2_contract_failed,stage2_edit_outside_stage_state,stage2_contract_failed,2026-07-07T12:21:53.008567Z,04669f136d7d80a238acb767
deepseek_clean::deepseek-v4-flash::prm-5.0.0-roadmap::staged_v4::rep5,deepseek_clean,prm-5.0.0-roadmap,prm,TypeScript,deepseek-v4-flash,staged_v4,deepseek_clean::deepseek-v4-flash::prm-5.0.0-roadmap::staged_v4,5,0,0,0,0,0,stage2_contract_failed,stage2_edit_outside_stage_state,stage2_contract_failed,2026-07-07T12:21:58.161688Z,b1bb264a84c53a6302709d2c
deepseek_clean::deepseek-v4-flash::prm-5.0.0-roadmap::staged_v4::rep6,deepseek_clean,prm-5.0.0-roadmap,prm,TypeScript,deepseek-v4-flash,staged_v4,deepseek_clean::deepseek-v4-flash::prm-5.0.0-roadmap::staged_v4,6,0,0,0,0,0,stage2_contract_failed,stage2_edit_outside_stage_state,stage2_contract_failed,2026-07-07T12:23:05.109139Z,9bea4205890f26dd3e6b8654
deepseek_clean::deepseek-v4-flash::prm-5.0.0-roadmap::staged_v4::rep7,deepseek_clean,prm-5.0.0-roadmap,prm,TypeScript,deepseek-v4-flash,staged_v4,deepseek_clean::deepseek-v4-flash::prm-5.0.0-roadmap::staged_v4,7,0,0,0,0,0,stage2_contract_failed,candidate_edit_ops_invalid,stage2_contract_failed,2026-07-07T12:26:39.032799Z,4d2eaaa4fc5d9f774eb7fed0
deepseek_clean::deepseek-v4-flash::pyg-1.6.3-roadmap::single_shot_v3::rep0,deepseek_clean,pyg-1.6.3-roadmap,pyg,Python,deepseek-v4-flash,single_shot_v3,deepseek_clean::deepseek-v4-flash::pyg-1.6.3-roadmap::single_shot_v3,0,0,0,0,0,0,edit_apply_failed,edit_apply_failed,edit_apply_failed,2026-07-07T12:23:57.357027Z,0d77edf80b7e66b68f2e82ef
deepseek_clean::deepseek-v4-flash::pyg-1.6.3-roadmap::single_shot_v3::rep1,deepseek_clean,pyg-1.6.3-roadmap,pyg,Python,deepseek-v4-flash,single_shot_v3,deepseek_clean::deepseek-v4-flash::pyg-1.6.3-roadmap::single_shot_v3,1,0,0,0,0,0,edit_apply_failed,edit_apply_failed,edit_apply_failed,2026-07-07T12:24:45.803328Z,95b205f1cb1e3f5d8e3d65dc
deepseek_clean::deepseek-v4-flash::pyg-1.6.3-roadmap::single_shot_v3::rep2,deepseek_clean,pyg-1.6.3-roadmap,pyg,Python,deepseek-v4-flash,single_shot_v3,deepseek_clean::deepseek-v4-flash::pyg-1.6.3-roadmap::single_shot_v3,2,0,0,0,0,0,edit_apply_failed,edit_apply_failed,edit_apply_failed,2026-07-07T12:25:05.153013Z,157c5e4eefd49a964c06e281
deepseek_clean::deepseek-v4-flash::pyg-1.6.3-roadmap::single_shot_v3::rep3,deepseek_clean,pyg-1.6.3-roadmap,pyg,Python,deepseek-v4-flash,single_shot_v3,deepseek_clean::deepseek-v4-flash::pyg-1.6.3-roadmap::single_shot_v3,3,0,0,0,0,0,edit_apply_failed,edit_apply_failed,edit_apply_failed,2026-07-07T12:25:07.368477Z,40ad163cf89d35aa03b2a2f7
deepseek_clean::deepseek-v4-flash::pyg-1.6.3-roadmap::single_shot_v3::rep4,deepseek_clean,pyg-1.6.3-roadmap,pyg,Python,deepseek-v4-flash,single_shot_v3,deepseek_clean::deepseek-v4-flash::pyg-1.6.3-roadmap::single_shot_v3,4,0,0,0,0,0,edit_apply_failed,edit_apply_failed,edit_apply_failed,2026-07-07T12:26:00.115632Z,9e82d20f6db47f92d829c207
deepseek_clean::deepseek-v4-flash::pyg-1.6.3-roadmap::single_shot_v3::rep5,deepseek_clean,pyg-1.6.3-roadmap,pyg,Python,deepseek-v4-flash,single_shot_v3,deepseek_clean::deepseek-v4-flash::pyg-1.6.3-roadmap::single_shot_v3,5,0,0,0,0,0,edit_apply_failed,edit_apply_failed,edit_apply_failed,2026-07-07T12:26:17.604077Z,429de384ad59e917a92ff5b7
deepseek_clean::deepseek-v4-flash::pyg-1.6.3-roadmap::single_shot_v3::rep6,deepseek_clean,pyg-1.6.3-roadmap,pyg,Python,deepseek-v4-flash,single_shot_v3,deepseek_clean::deepseek-v4-flash::pyg-1.6.3-roadmap::single_shot_v3,6,0,0,0,0,0,edit_apply_failed,edit_apply_failed,edit_apply_failed,2026-07-07T12:26:15.442154Z,40fc5e45a1e3eef3b13d4fb5
deepseek_clean::deepseek-v4-flash::pyg-1.6.3-roadmap::single_shot_v3::rep7,deepseek_clean,pyg-1.6.3-roadmap,pyg,Python,deepseek-v4-flash,single_shot_v3,deepseek_clean::deepseek-v4-flash::pyg-1.6.3-roadmap::single_shot_v3,7,0,0,0,0,0,edit_apply_failed,edit_apply_failed,edit_apply_failed,2026-07-07T12:26:55.732428Z,43e70ebec11bea4d3e1af2c3
deepseek_clean::deepseek-v4-flash::pyg-1.6.3-roadmap::staged_v4::rep0,deepseek_clean,pyg-1.6.3-roadmap,pyg,Python,deepseek-v4-flash,staged_v4,deepseek_clean::deepseek-v4-flash::pyg-1.6.3-roadmap::staged_v4,0,0,0,0,0,0,edit_apply_failed,edit_apply_failed,edit_apply_failed,2026-07-07T12:28:22.896344Z,34b5c298e489ca854207fd61
deepseek_clean::deepseek-v4-flash::pyg-1.6.3-roadmap::staged_v4::rep1,deepseek_clean,pyg-1.6.3-roadmap,pyg,Python,deepseek-v4-flash,staged_v4,deepseek_clean::deepseek-v4-flash::pyg-1.6.3-roadmap::staged_v4,1,0,0,0,0,0,edit_apply_failed,edit_apply_failed,edit_apply_failed,2026-07-07T12:27:58.174589Z,72bad36c97a594b1cfe7b27a
deepseek_clean::deepseek-v4-flash::pyg-1.6.3-roadmap::staged_v4::rep2,deepseek_clean,pyg-1.6.3-roadmap,pyg,Python,deepseek-v4-flash,staged_v4,deepseek_clean::deepseek-v4-flash::pyg-1.6.3-roadmap::staged_v4,2,0,0,0,0,0,edit_apply_failed,edit_apply_failed,edit_apply_failed,2026-07-07T12:28:21.787014Z,f126af30da22cf22f80a1800
deepseek_clean::deepseek-v4-flash::pyg-1.6.3-roadmap::staged_v4::rep3,deepseek_clean,pyg-1.6.3-roadmap,pyg,Python,deepseek-v4-flash,staged_v4,deepseek_clean::deepseek-v4-flash::pyg-1.6.3-roadmap::staged_v4,3,0,0,0,0,0,edit_apply_failed,edit_apply_failed,edit_apply_failed,2026-07-07T12:28:55.344301Z,062c4147b2c2da80c3cab0af
deepseek_clean::deepseek-v4-flash::pyg-1.6.3-roadmap::staged_v4::rep4,deepseek_clean,pyg-1.6.3-roadmap,pyg,Python,deepseek-v4-flash,staged_v4,deepseek_clean::deepseek-v4-flash::pyg-1.6.3-roadmap::staged_v4,4,0,0,0,0,0,edit_apply_failed,edit_apply_failed,edit_apply_failed,2026-07-07T12:29:50.061864Z,5cc6f1cb516423be38f3efe1
deepseek_clean::deepseek-v4-flash::pyg-1.6.3-roadmap::staged_v4::rep5,deepseek_clean,pyg-1.6.3-roadmap,pyg,Python,deepseek-v4-flash,staged_v4,deepseek_clean::deepseek-v4-flash::pyg-1.6.3-roadmap::staged_v4,5,0,0,0,0,0,edit_apply_failed,edit_apply_failed,edit_apply_failed,2026-07-07T12:30:37.629577Z,83be1baec579a5f61cb6b962
deepseek_clean::deepseek-v4-flash::pyg-1.6.3-roadmap::staged_v4::rep6,deepseek_clean,pyg-1.6.3-roadmap,pyg,Python,deepseek-v4-flash,staged_v4,deepseek_clean::deepseek-v4-flash::pyg-1.6.3-roadmap::staged_v4,6,0,0,0,0,0,edit_apply_failed,edit_apply_failed,edit_apply_failed,2026-07-07T12:30:05.203330Z,348ea26068377057bcaa27e6
deepseek_clean::deepseek-v4-flash::pyg-1.6.3-roadmap::staged_v4::rep7,deepseek_clean,pyg-1.6.3-roadmap,pyg,Python,deepseek-v4-flash,staged_v4,deepseek_clean::deepseek-v4-flash::pyg-1.6.3-roadmap::staged_v4,7,0,0,0,0,0,stage2_contract_failed,stage2_edit_outside_stage_state,stage2_contract_failed,2026-07-07T12:30:53.442790Z,8ffadb0f3b22cd0fe859890f
deepseek_clean::deepseek-v4-flash::rat-0.24.0-roadmap::single_shot_v3::rep0,deepseek_clean,rat-0.24.0-roadmap,rat,Rust,deepseek-v4-flash,single_shot_v3,deepseek_clean::deepseek-v4-flash::rat-0.24.0-roadmap::single_shot_v3,0,0,0,0,0,0,edit_apply_failed,edit_apply_failed,edit_apply_failed,2026-07-07T12:30:27.237384Z,223ff2cbd0868704782076a2
deepseek_clean::deepseek-v4-flash::rat-0.24.0-roadmap::single_shot_v3::rep1,deepseek_clean,rat-0.24.0-roadmap,rat,Rust,deepseek-v4-flash,single_shot_v3,deepseek_clean::deepseek-v4-flash::rat-0.24.0-roadmap::single_shot_v3,1,0,0,0,0,0,edit_apply_failed,edit_apply_failed,edit_apply_failed,2026-07-07T12:30:33.986166Z,728e429983967276d85da5e0
deepseek_clean::deepseek-v4-flash::rat-0.24.0-roadmap::single_shot_v3::rep2,deepseek_clean,rat-0.24.0-roadmap,rat,Rust,deepseek-v4-flash,single_shot_v3,deepseek_clean::deepseek-v4-flash::rat-0.24.0-roadmap::single_shot_v3,2,0,0,0,0,0,edit_json_invalid,edit_json_invalid,edit_json_invalid,2026-07-07T12:30:53.643316Z,b78f2e824ea16514c5377ad7
deepseek_clean::deepseek-v4-flash::rat-0.24.0-roadmap::single_shot_v3::rep3,deepseek_clean,rat-0.24.0-roadmap,rat,Rust,deepseek-v4-flash,single_shot_v3,deepseek_clean::deepseek-v4-flash::rat-0.24.0-roadmap::single_shot_v3,3,0,0,0,0,0,edit_apply_failed,edit_apply_failed,edit_apply_failed,2026-07-07T12:31:24.928072Z,bc1ed79d91d56e92d84a40a0
deepseek_clean::deepseek-v4-flash::rat-0.24.0-roadmap::single_shot_v3::rep4,deepseek_clean,rat-0.24.0-roadmap,rat,Rust,deepseek-v4-flash,single_shot_v3,deepseek_clean::deepseek-v4-flash::rat-0.24.0-roadmap::single_shot_v3,4,0,0,0,0,0,edit_json_invalid,edit_json_invalid,edit_json_invalid,2026-07-07T12:31:02.977907Z,98e6626d8949f51888f91740
deepseek_clean::deepseek-v4-flash::rat-0.24.0-roadmap::single_shot_v3::rep5,deepseek_clean,rat-0.24.0-roadmap,rat,Rust,deepseek-v4-flash,single_shot_v3,deepseek_clean::deepseek-v4-flash::rat-0.24.0-roadmap::single_shot_v3,5,0,0,0,0,0,edit_apply_failed,edit_apply_failed,edit_apply_failed,2026-07-07T12:31:23.147994Z,8eb6d6ae9e1e4677264f10e7
deepseek_clean::deepseek-v4-flash::rat-0.24.0-roadmap::single_shot_v3::rep6,deepseek_clean,rat-0.24.0-roadmap,rat,Rust,deepseek-v4-flash,single_shot_v3,deepseek_clean::deepseek-v4-flash::rat-0.24.0-roadmap::single_shot_v3,6,0,0,0,0,0,edit_apply_failed,edit_apply_failed,edit_apply_failed,2026-07-07T12:31:23.380717Z,5e9de378ec30105dc5e7f044
deepseek_clean::deepseek-v4-flash::rat-0.24.0-roadmap::single_shot_v3::rep7,deepseek_clean,rat-0.24.0-roadmap,rat,Rust,deepseek-v4-flash,single_shot_v3,deepseek_clean::deepseek-v4-flash::rat-0.24.0-roadmap::single_shot_v3,7,0,0,0,0,0,edit_apply_failed,edit_apply_failed,edit_apply_failed,2026-07-07T12:31:30.723574Z,6c5f8992ca86f1acbe257b9a
deepseek_clean::deepseek-v4-flash::rat-0.24.0-roadmap::staged_v4::rep0,deepseek_clean,rat-0.24.0-roadmap,rat,Rust,deepseek-v4-flash,staged_v4,deepseek_clean::deepseek-v4-flash::rat-0.24.0-roadmap::staged_v4,0,1,1,1,1,0,test_failed,,,2026-07-07T13:41:41.429002Z,eb8486830f5044581e218f5f
deepseek_clean::deepseek-v4-flash::rat-0.24.0-roadmap::staged_v4::rep1,deepseek_clean,rat-0.24.0-roadmap,rat,Rust,deepseek-v4-flash,staged_v4,deepseek_clean::deepseek-v4-flash::rat-0.24.0-roadmap::staged_v4,1,0,0,0,0,0,edit_apply_failed,edit_apply_failed,edit_apply_failed,2026-07-07T12:32:57.901017Z,0a6d41d2b90aeb2296c15310
deepseek_clean::deepseek-v4-flash::rat-0.24.0-roadmap::staged_v4::rep2,deepseek_clean,rat-0.24.0-roadmap,rat,Rust,deepseek-v4-flash,staged_v4,deepseek_clean::deepseek-v4-flash::rat-0.24.0-roadmap::staged_v4,2,0,0,0,0,0,edit_apply_failed,edit_apply_failed,edit_apply_failed,2026-07-07T12:32:31.817911Z,36caad24b501a63cd7adfe9f
deepseek_clean::deepseek-v4-flash::rat-0.24.0-roadmap::staged_v4::rep3,deepseek_clean,rat-0.24.0-roadmap,rat,Rust,deepseek-v4-flash,staged_v4,deepseek_clean::deepseek-v4-flash::rat-0.24.0-roadmap::staged_v4,3,0,0,0,0,0,edit_apply_failed,edit_apply_failed,edit_apply_failed,2026-07-07T12:32:47.432317Z,3d7d08198f89b99ef2545dfa
deepseek_clean::deepseek-v4-flash::rat-0.24.0-roadmap::staged_v4::rep4,deepseek_clean,rat-0.24.0-roadmap,rat,Rust,deepseek-v4-flash,staged_v4,deepseek_clean::deepseek-v4-flash::rat-0.24.0-roadmap::staged_v4,4,1,1,1,1,0,test_failed,,,2026-07-07T13:42:14.326967Z,698e0021e4f301a7dcfd625f
deepseek_clean::deepseek-v4-flash::rat-0.24.0-roadmap::staged_v4::rep5,deepseek_clean,rat-0.24.0-roadmap,rat,Rust,deepseek-v4-flash,staged_v4,deepseek_clean::deepseek-v4-flash::rat-0.24.0-roadmap::staged_v4,5,0,0,0,0,0,edit_apply_failed,edit_apply_failed,edit_apply_failed,2026-07-07T12:34:20.532175Z,469319151d4a0729e3fd47ec
deepseek_clean::deepseek-v4-flash::rat-0.24.0-roadmap::staged_v4::rep6,deepseek_clean,rat-0.24.0-roadmap,rat,Rust,deepseek-v4-flash,staged_v4,deepseek_clean::deepseek-v4-flash::rat-0.24.0-roadmap::staged_v4,6,0,0,0,0,0,edit_apply_failed,edit_apply_failed,edit_apply_failed,2026-07-07T12:34:20.452804Z,1d583590ab0aa520857fbe5c
deepseek_clean::deepseek-v4-flash::rat-0.24.0-roadmap::staged_v4::rep7,deepseek_clean,rat-0.24.0-roadmap,rat,Rust,deepseek-v4-flash,staged_v4,deepseek_clean::deepseek-v4-flash::rat-0.24.0-roadmap::staged_v4,7,0,0,0,0,0,edit_apply_failed,edit_apply_failed,edit_apply_failed,2026-07-07T12:34:25.813968Z,b79aca917e118895019d6f4f
